"prot_id" "length" "nr_p"
"9449" "ENSP00000349961" 1288 41
"9450" "ENSP00000349967" 356 15
"9451" "ENSP00000349968" 182 7
"9452" "ENSP00000349970" 388 15
"9453" "ENSP00000349971" 252 18
"9454" "ENSP00000350005" 153 8
"9455" "ENSP00000350012" 720 35
"9456" "ENSP00000350018" 701 79
"9457" "ENSP00000350022" 311 12
"9458" "ENSP00000350024" 456 29
"9459" "ENSP00000350032" 1039 60
"9460" "ENSP00000350036" 1235 21
"9461" "ENSP00000350049" 550 68
"9462" "ENSP00000350050" 167 7
"9463" "ENSP00000350052" 1075 44
"9464" "ENSP00000350071" 797 41
"9465" "ENSP00000350075" 226 9
"9466" "ENSP00000350078" 594 70
"9467" "ENSP00000350085" 818 34
"9468" "ENSP00000350090" 320 10
"9469" "ENSP00000350098" 163 3
"9470" "ENSP00000350102" 423 29
"9471" "ENSP00000350132" 52 1
"9472" "ENSP00000350136" 386 15
"9473" "ENSP00000350162" 1530 53
"9474" "ENSP00000350170" 621 24
"9475" "ENSP00000350198" 369 14
"9476" "ENSP00000350199" 949 56
"9477" "ENSP00000350222" 324 15
"9478" "ENSP00000350223" 702 53
"9479" "ENSP00000350224" 675 29
"9480" "ENSP00000350248" 309 11
"9481" "ENSP00000350249" 634 29
"9482" "ENSP00000350256" 369 11
"9483" "ENSP00000350260" 198 17
"9484" "ENSP00000350263" 931 39
"9485" "ENSP00000350266" 471 30
"9486" "ENSP00000350267" 1205 97
"9487" "ENSP00000350295" 651 19
"9488" "ENSP00000350310" 1205 55
"9489" "ENSP00000350314" 579 33
"9490" "ENSP00000350331" 278 13
"9491" "ENSP00000350332" 1141 73
"9492" "ENSP00000350333" 1083 139
"9493" "ENSP00000350336" 97 9
"9494" "ENSP00000350348" 915 48
"9495" "ENSP00000350353" 262 15
"9496" "ENSP00000350358" 483 27
"9497" "ENSP00000350359" 508 53
"9498" "ENSP00000350364" 354 21
"9499" "ENSP00000350369" 162 7
"9500" "ENSP00000350377" 878 42
"9501" "ENSP00000350378" 137 5
"9502" "ENSP00000350386" 653 30
"9503" "ENSP00000350392" 167 12
"9504" "ENSP00000350402" 414 19
"9505" "ENSP00000350409" 259 7
"9506" "ENSP00000350418" 572 18
"9507" "ENSP00000350425" 396 12
"9508" "ENSP00000350447" 1265 39
"9509" "ENSP00000350467" 207 8
"9510" "ENSP00000350474" 308 11
"9511" "ENSP00000350491" 420 16
"9512" "ENSP00000350509" 238 10
"9513" "ENSP00000350512" 334 10
"9514" "ENSP00000350541" 990 53
"9515" "ENSP00000350547" 770 66
"9516" "ENSP00000350549" 357 47
"9517" "ENSP00000350552" 744 54
"9518" "ENSP00000350576" 693 33
"9519" "ENSP00000350630" 1015 46
"9520" "ENSP00000350633" 236 26
"9521" "ENSP00000350651" 691 43
"9522" "ENSP00000350673" 235 13
"9523" "ENSP00000350676" 1060 70
"9524" "ENSP00000350681" 431 52
"9525" "ENSP00000350686" 938 74
"9526" "ENSP00000350698" 455 18
"9527" "ENSP00000350704" 203 8
"9528" "ENSP00000350708" 409 31
"9529" "ENSP00000350716" 212 14
"9530" "ENSP00000350718" 709 34
"9531" "ENSP00000350719" 6907 195
"9532" "ENSP00000350734" 575 33
"9533" "ENSP00000350757" 142 6
"9534" "ENSP00000350815" 984 75
"9535" "ENSP00000350833" 294 26
"9536" "ENSP00000350844" 391 39
"9537" "ENSP00000350848" 282 7
"9538" "ENSP00000350856" 223 19
"9539" "ENSP00000350869" 294 15
"9540" "ENSP00000350874" 318 14
"9541" "ENSP00000350881" 662 17
"9542" "ENSP00000350896" 987 65
"9543" "ENSP00000350911" 396 25
"9544" "ENSP00000350928" 594 23
"9545" "ENSP00000350934" 569 25
"9546" "ENSP00000350937" 421 21
"9547" "ENSP00000350949" 420 33
"9548" "ENSP00000350954" 494 18
"9549" "ENSP00000350961" 112 15
"9550" "ENSP00000350976" 225 9
"9551" "ENSP00000351008" 670 24
"9552" "ENSP00000351015" 2839 120
"9553" "ENSP00000351022" 284 0
"9554" "ENSP00000351035" 300 11
"9555" "ENSP00000351040" 383 31
"9556" "ENSP00000351042" 542 19
"9557" "ENSP00000351052" 502 39
"9558" "ENSP00000351059" 387 11
"9559" "ENSP00000351075" 822 58
"9560" "ENSP00000351100" 383 14
"9561" "ENSP00000351108" 332 17
"9562" "ENSP00000351113" 3013 140
"9563" "ENSP00000351118" 845 107
"9564" "ENSP00000351132" 691 32
"9565" "ENSP00000351137" 855 32
"9566" "ENSP00000351138" 593 32
"9567" "ENSP00000351141" 396 12
"9568" "ENSP00000351147" 495 22
"9569" "ENSP00000351155" 558 18
"9570" "ENSP00000351157" 360 23
"9571" "ENSP00000351159" 753 81
"9572" "ENSP00000351185" 1060 44
"9573" "ENSP00000351190" 946 51
"9574" "ENSP00000351206" 684 43
"9575" "ENSP00000351207" 1806 200
"9576" "ENSP00000351209" 976 58
"9577" "ENSP00000351211" 314 14
"9578" "ENSP00000351214" 55 4
"9579" "ENSP00000351218" 158 15
"9580" "ENSP00000351244" 395 20
"9581" "ENSP00000351250" 1127 92
"9582" "ENSP00000351273" 538 25
"9583" "ENSP00000351280" 674 23
"9584" "ENSP00000351284" 418 23
"9585" "ENSP00000351310" 2263 108
"9586" "ENSP00000351314" 273 14
"9587" "ENSP00000351325" 113 3
"9588" "ENSP00000351327" 854 30
"9589" "ENSP00000351333" 494 26
"9590" "ENSP00000351338" 2135 190
"9591" "ENSP00000351342" 565 51
"9592" "ENSP00000351345" 129 15
"9593" "ENSP00000351346" 4022 228
"9594" "ENSP00000351379" 137 4
"9595" "ENSP00000351380" 203 7
"9596" "ENSP00000351391" 327 9
"9597" "ENSP00000351395" 83 4
"9598" "ENSP00000351407" 789 59
"9599" "ENSP00000351416" 2603 202
"9600" "ENSP00000351422" 201 12
"9601" "ENSP00000351430" 78 0
"9602" "ENSP00000351446" 334 14
"9603" "ENSP00000351466" 309 12
"9604" "ENSP00000351475" 1330 88
"9605" "ENSP00000351484" 740 50
"9606" "ENSP00000351490" 160 5
"9607" "ENSP00000351492" 73 0
"9608" "ENSP00000351497" 310 27
"9609" "ENSP00000351520" 616 28
"9610" "ENSP00000351524" 1942 177
"9611" "ENSP00000351530" 799 70
"9612" "ENSP00000351536" 698 47
"9613" "ENSP00000351539" 531 24
"9614" "ENSP00000351569" 103 2
"9615" "ENSP00000351575" 2624 164
"9616" "ENSP00000351589" 130 5
"9617" "ENSP00000351591" 848 71
"9618" "ENSP00000351596" 1564 36
"9619" "ENSP00000351602" 530 54
"9620" "ENSP00000351605" 706 35
"9621" "ENSP00000351614" 580 56
"9622" "ENSP00000351618" 1143 106
"9623" "ENSP00000351619" 288 13
"9624" "ENSP00000351631" 339 12
"9625" "ENSP00000351632" 224 14
"9626" "ENSP00000351642" 211 15
"9627" "ENSP00000351644" 524 36
"9628" "ENSP00000351646" 590 32
"9629" "ENSP00000351664" 1067 70
"9630" "ENSP00000351669" 462 31
"9631" "ENSP00000351671" 96 2
"9632" "ENSP00000351682" 507 29
"9633" "ENSP00000351686" 1160 86
"9634" "ENSP00000351697" 3130 195
"9635" "ENSP00000351706" 553 24
"9636" "ENSP00000351727" 406 43
"9637" "ENSP00000351732" 906 47
"9638" "ENSP00000351737" 230 12
"9639" "ENSP00000351740" 563 27
"9640" "ENSP00000351742" 490 52
"9641" "ENSP00000351767" 1284 128
"9642" "ENSP00000351770" 1412 46
"9643" "ENSP00000351777" 806 43
"9644" "ENSP00000351789" 418 28
"9645" "ENSP00000351790" 1320 129
"9646" "ENSP00000351805" 371 26
"9647" "ENSP00000351807" 786 100
"9648" "ENSP00000351811" 1401 95
"9649" "ENSP00000351813" 278 16
"9650" "ENSP00000351832" 1393 67
"9651" "ENSP00000351856" 542 17
"9652" "ENSP00000351875" 1392 59
"9653" "ENSP00000351884" 97 8
"9654" "ENSP00000351905" 592 28
"9655" "ENSP00000351908" 1374 59
"9656" "ENSP00000351926" 977 61
"9657" "ENSP00000351933" 617 28
"9658" "ENSP00000351937" 609 46
"9659" "ENSP00000351947" 1028 36
"9660" "ENSP00000351957" 1141 77
"9661" "ENSP00000351989" 78 3
"9662" "ENSP00000351990" 537 20
"9663" "ENSP00000352011" 2377 172
"9664" "ENSP00000352021" 213 11
"9665" "ENSP00000352035" 872 69
"9666" "ENSP00000352039" 1065 38
"9667" "ENSP00000352069" 870 59
"9668" "ENSP00000352071" 1156 32
"9669" "ENSP00000352097" 76 2
"9670" "ENSP00000352111" 603 26
"9671" "ENSP00000352119" 130 5
"9672" "ENSP00000352121" 1102 52
"9673" "ENSP00000352138" 757 50
"9674" "ENSP00000352157" 464 26
"9675" "ENSP00000352162" 367 16
"9676" "ENSP00000352163" 125 8
"9677" "ENSP00000352167" 303 17
"9678" "ENSP00000352172" 540 31
"9679" "ENSP00000352173" 212 16
"9680" "ENSP00000352182" 165 9
"9681" "ENSP00000352185" 1096 86
"9682" "ENSP00000352208" 2061 132
"9683" "ENSP00000352216" 541 34
"9684" "ENSP00000352233" 300 9
"9685" "ENSP00000352248" 324 8
"9686" "ENSP00000352252" 136 6
"9687" "ENSP00000352257" 609 30
"9688" "ENSP00000352264" 639 55
"9689" "ENSP00000352265" 290 17
"9690" "ENSP00000352268" 350 24
"9691" "ENSP00000352271" 280 7
"9692" "ENSP00000352272" 299 19
"9693" "ENSP00000352282" 406 17
"9694" "ENSP00000352284" 216 27
"9695" "ENSP00000352295" 163 22
"9696" "ENSP00000352299" 407 28
"9697" "ENSP00000352305" 312 14
"9698" "ENSP00000352314" 628 44
"9699" "ENSP00000352358" 725 31
"9700" "ENSP00000352400" 2090 196
"9701" "ENSP00000352401" 228 14
"9702" "ENSP00000352408" 329 26
"9703" "ENSP00000352413" 1100 63
"9704" "ENSP00000352414" 216 10
"9705" "ENSP00000352420" 306 30
"9706" "ENSP00000352424" 115 12
"9707" "ENSP00000352427" 295 13
"9708" "ENSP00000352438" 366 24
"9709" "ENSP00000352444" 778 25
"9710" "ENSP00000352447" 601 77
"9711" "ENSP00000352455" 173 12
"9712" "ENSP00000352458" 96 2
"9713" "ENSP00000352463" 1960 188
"9714" "ENSP00000352510" 1411 84
"9715" "ENSP00000352513" 269 15
"9716" "ENSP00000352516" 1632 111
"9717" "ENSP00000352522" 483 11
"9718" "ENSP00000352527" 499 30
"9719" "ENSP00000352536" 911 97
"9720" "ENSP00000352540" 167 1
"9721" "ENSP00000352544" 134 6
"9722" "ENSP00000352561" 508 27
"9723" "ENSP00000352565" 217 17
"9724" "ENSP00000352572" 3336 122
"9725" "ENSP00000352584" 316 18
"9726" "ENSP00000352601" 713 72
"9727" "ENSP00000352603" 453 29
"9728" "ENSP00000352604" 318 13
"9729" "ENSP00000352606" 360 25
"9730" "ENSP00000352608" 5038 271
"9731" "ENSP00000352614" 1185 66
"9732" "ENSP00000352626" 324 15
"9733" "ENSP00000352627" 130 5
"9734" "ENSP00000352639" 269 13
"9735" "ENSP00000352642" 259 19
"9736" "ENSP00000352645" 732 22
"9737" "ENSP00000352672" 373 18
"9738" "ENSP00000352673" 371 18
"9739" "ENSP00000352676" 708 30
"9740" "ENSP00000352678" 786 48
"9741" "ENSP00000352706" 386 12
"9742" "ENSP00000352710" 347 13
"9743" "ENSP00000352717" 307 12
"9744" "ENSP00000352738" 482 49
"9745" "ENSP00000352779" 492 14
"9746" "ENSP00000352785" 1059 60
"9747" "ENSP00000352821" 488 42
"9748" "ENSP00000352833" 807 58
"9749" "ENSP00000352834" 1063 45
"9750" "ENSP00000352836" 568 17
"9751" "ENSP00000352846" 903 26
"9752" "ENSP00000352849" 342 22
"9753" "ENSP00000352882" 1894 101
"9754" "ENSP00000352900" 463 31
"9755" "ENSP00000352904" 610 43
"9756" "ENSP00000352925" 3859 208
"9757" "ENSP00000352926" 434 30
"9758" "ENSP00000352927" 1586 104
"9759" "ENSP00000352928" 102 7
"9760" "ENSP00000352936" 1094 42
"9761" "ENSP00000352941" 426 26
"9762" "ENSP00000352956" 439 21
"9763" "ENSP00000352962" 746 70
"9764" "ENSP00000352976" 360 20
"9765" "ENSP00000352995" 1173 81
"9766" "ENSP00000353007" 870 43
"9767" "ENSP00000353010" 2078 135
"9768" "ENSP00000353013" 490 40
"9769" "ENSP00000353025" 227 8
"9770" "ENSP00000353030" 1907 142
"9771" "ENSP00000353032" 404 16
"9772" "ENSP00000353044" 312 14
"9773" "ENSP00000353048" 557 39
"9774" "ENSP00000353058" 492 35
"9775" "ENSP00000353072" 1052 53
"9776" "ENSP00000353094" 362 15
"9777" "ENSP00000353098" 642 41
"9778" "ENSP00000353099" 266 13
"9779" "ENSP00000353104" 334 8
"9780" "ENSP00000353114" 5795 572
"9781" "ENSP00000353128" 463 25
"9782" "ENSP00000353129" 473 31
"9783" "ENSP00000353132" 377 32
"9784" "ENSP00000353142" 486 42
"9785" "ENSP00000353151" 320 52
"9786" "ENSP00000353165" 243 12
"9787" "ENSP00000353198" 97 10
"9788" "ENSP00000353203" 118 15
"9789" "ENSP00000353210" 123 5
"9790" "ENSP00000353224" 760 31
"9791" "ENSP00000353238" 400 39
"9792" "ENSP00000353245" 423 51
"9793" "ENSP00000353246" 300 8
"9794" "ENSP00000353249" 886 82
"9795" "ENSP00000353259" 299 22
"9796" "ENSP00000353270" 377 16
"9797" "ENSP00000353292" 728 59
"9798" "ENSP00000353295" 395 12
"9799" "ENSP00000353331" 708 70
"9800" "ENSP00000353332" 1300 103
"9801" "ENSP00000353343" 317 18
"9802" "ENSP00000353344" 469 28
"9803" "ENSP00000353346" 219 7
"9804" "ENSP00000353362" 2506 172
"9805" "ENSP00000353375" 1152 123
"9806" "ENSP00000353377" 513 11
"9807" "ENSP00000353379" 317 20
"9808" "ENSP00000353393" 2351 128
"9809" "ENSP00000353401" 1516 125
"9810" "ENSP00000353408" 577 15
"9811" "ENSP00000353414" 1243 60
"9812" "ENSP00000353422" 3174 146
"9813" "ENSP00000353444" 215 6
"9814" "ENSP00000353452" 1914 124
"9815" "ENSP00000353458" 1556 80
"9816" "ENSP00000353462" 786 71
"9817" "ENSP00000353463" 633 56
"9818" "ENSP00000353470" 363 19
"9819" "ENSP00000353475" 211 7
"9820" "ENSP00000353491" 562 29
"9821" "ENSP00000353496" 627 42
"9822" "ENSP00000353508" 1827 141
"9823" "ENSP00000353512" 854 39
"9824" "ENSP00000353516" 314 13
"9825" "ENSP00000353518" 1134 74
"9826" "ENSP00000353537" 309 11
"9827" "ENSP00000353538" 1032 19
"9828" "ENSP00000353549" 620 21
"9829" "ENSP00000353557" 408 19
"9830" "ENSP00000353575" 452 18
"9831" "ENSP00000353582" 931 58
"9832" "ENSP00000353590" 2007 37
"9833" "ENSP00000353600" 295 24
"9834" "ENSP00000353608" 896 44
"9835" "ENSP00000353639" 153 15
"9836" "ENSP00000353646" 1191 85
"9837" "ENSP00000353650" 140 2
"9838" "ENSP00000353652" 628 24
"9839" "ENSP00000353654" 1712 286
"9840" "ENSP00000353670" 1216 141
"9841" "ENSP00000353701" 737 35
"9842" "ENSP00000353717" 1427 48
"9843" "ENSP00000353720" 568 39
"9844" "ENSP00000353731" 766 29
"9845" "ENSP00000353732" 547 48
"9846" "ENSP00000353734" 463 46
"9847" "ENSP00000353735" 1045 56
"9848" "ENSP00000353739" 357 20
"9849" "ENSP00000353741" 437 10
"9850" "ENSP00000353742" 210 23
"9851" "ENSP00000353767" 603 61
"9852" "ENSP00000353769" 1312 174
"9853" "ENSP00000353770" 449 26
"9854" "ENSP00000353785" 219 9
"9855" "ENSP00000353791" 706 42
"9856" "ENSP00000353793" 1129 51
"9857" "ENSP00000353794" 247 25
"9858" "ENSP00000353796" 530 46
"9859" "ENSP00000353820" 497 38
"9860" "ENSP00000353824" 326 18
"9861" "ENSP00000353826" 959 48
"9862" "ENSP00000353850" 200 5
"9863" "ENSP00000353854" 1047 177
"9864" "ENSP00000353863" 794 36
"9865" "ENSP00000353864" 580 46
"9866" "ENSP00000353868" 454 57
"9867" "ENSP00000353874" 1032 56
"9868" "ENSP00000353893" 168 12
"9869" "ENSP00000353904" 455 22
"9870" "ENSP00000353910" 575 27
"9871" "ENSP00000353915" 428 21
"9872" "ENSP00000353920" 741 54
"9873" "ENSP00000353942" 874 47
"9874" "ENSP00000353988" 314 15
"9875" "ENSP00000354001" 146 19
"9876" "ENSP00000354003" 150 10
"9877" "ENSP00000354006" 2022 90
"9878" "ENSP00000354020" 515 28
"9879" "ENSP00000354032" 462 34
"9880" "ENSP00000354040" 634 25
"9881" "ENSP00000354053" 349 18
"9882" "ENSP00000354061" 929 67
"9883" "ENSP00000354080" 988 53
"9884" "ENSP00000354085" 2542 178
"9885" "ENSP00000354086" 423 34
"9886" "ENSP00000354090" 396 30
"9887" "ENSP00000354109" 1264 64
"9888" "ENSP00000354111" 198 9
"9889" "ENSP00000354125" 814 51
"9890" "ENSP00000354152" 383 33
"9891" "ENSP00000354163" 295 42
"9892" "ENSP00000354201" 354 33
"9893" "ENSP00000354204" 152 9
"9894" "ENSP00000354206" 722 104
"9895" "ENSP00000354207" 839 46
"9896" "ENSP00000354213" 390 39
"9897" "ENSP00000354223" 109 4
"9898" "ENSP00000354227" 572 35
"9899" "ENSP00000354238" 925 63
"9900" "ENSP00000354251" 1134 39
"9901" "ENSP00000354255" 652 50
"9902" "ENSP00000354280" 304 18
"9903" "ENSP00000354294" 263 13
"9904" "ENSP00000354305" 604 24
"9905" "ENSP00000354335" 716 37
"9906" "ENSP00000354340" 463 28
"9907" "ENSP00000354346" 847 51
"9908" "ENSP00000354360" 1575 111
"9909" "ENSP00000354361" 774 46
"9910" "ENSP00000354376" 213 3
"9911" "ENSP00000354377" 561 21
"9912" "ENSP00000354387" 199 9
"9913" "ENSP00000354394" 750 35
"9914" "ENSP00000354398" 398 16
"9915" "ENSP00000354414" 461 26
"9916" "ENSP00000354415" 476 15
"9917" "ENSP00000354416" 127 3
"9918" "ENSP00000354425" 791 76
"9919" "ENSP00000354432" 1341 61
"9920" "ENSP00000354451" 1631 62
"9921" "ENSP00000354453" 461 15
"9922" "ENSP00000354458" 584 18
"9923" "ENSP00000354461" 262 36
"9924" "ENSP00000354468" 334 27
"9925" "ENSP00000354476" 1141 70
"9926" "ENSP00000354478" 255 22
"9927" "ENSP00000354481" 783 42
"9928" "ENSP00000354483" 1158 40
"9929" "ENSP00000354487" 1125 83
"9930" "ENSP00000354488" 187 7
"9931" "ENSP00000354490" 1020 42
"9932" "ENSP00000354497" 1017 45
"9933" "ENSP00000354498" 1377 111
"9934" "ENSP00000354499" 513 29
"9935" "ENSP00000354501" 450 15
"9936" "ENSP00000354504" 1288 78
"9937" "ENSP00000354511" 271 14
"9938" "ENSP00000354518" 372 19
"9939" "ENSP00000354519" 1132 52
"9940" "ENSP00000354522" 765 37
"9941" "ENSP00000354525" 216 18
"9942" "ENSP00000354532" 289 15
"9943" "ENSP00000354536" 1294 80
"9944" "ENSP00000354543" 780 107
"9945" "ENSP00000354553" 406 37
"9946" "ENSP00000354554" 380 23
"9947" "ENSP00000354558" 2549 110
"9948" "ENSP00000354560" 792 28
"9949" "ENSP00000354566" 207 12
"9950" "ENSP00000354571" 327 11
"9951" "ENSP00000354573" 5430 146
"9952" "ENSP00000354580" 205 13
"9953" "ENSP00000354581" 221 12
"9954" "ENSP00000354583" 409 22
"9955" "ENSP00000354590" 159 3
"9956" "ENSP00000354597" 1496 160
"9957" "ENSP00000354607" 585 49
"9958" "ENSP00000354608" 308 19
"9959" "ENSP00000354610" 511 23
"9960" "ENSP00000354612" 599 46
"9961" "ENSP00000354621" 757 47
"9962" "ENSP00000354622" 613 39
"9963" "ENSP00000354623" 907 66
"9964" "ENSP00000354632" 226 14
"9965" "ENSP00000354633" 211 10
"9966" "ENSP00000354643" 249 14
"9967" "ENSP00000354645" 525 36
"9968" "ENSP00000354649" 367 17
"9969" "ENSP00000354652" 384 12
"9970" "ENSP00000354660" 373 29
"9971" "ENSP00000354665" 174 4
"9972" "ENSP00000354669" 517 46
"9973" "ENSP00000354671" 1798 163
"9974" "ENSP00000354677" 187 9
"9975" "ENSP00000354681" 997 32
"9976" "ENSP00000354686" 606 46
"9977" "ENSP00000354687" 318 22
"9978" "ENSP00000354688" 357 13
"9979" "ENSP00000354689" 371 19
"9980" "ENSP00000354691" 977 65
"9981" "ENSP00000354694" 441 16
"9982" "ENSP00000354707" 313 11
"9983" "ENSP00000354718" 2817 161
"9984" "ENSP00000354720" 1217 20
"9985" "ENSP00000354721" 701 37
"9986" "ENSP00000354723" 175 6
"9987" "ENSP00000354724" 242 7
"9988" "ENSP00000354728" 98 2
"9989" "ENSP00000354730" 812 128
"9990" "ENSP00000354733" 1366 91
"9991" "ENSP00000354739" 165 11
"9992" "ENSP00000354742" 1041 47
"9993" "ENSP00000354762" 106 5
"9994" "ENSP00000354772" 319 33
"9995" "ENSP00000354774" 196 11
"9996" "ENSP00000354775" 708 44
"9997" "ENSP00000354777" 615 74
"9998" "ENSP00000354778" 1331 61
"9999" "ENSP00000354782" 164 8
"10000" "ENSP00000354791" 1278 60
"10001" "ENSP00000354794" 1311 62
"10002" "ENSP00000354800" 314 10
"10003" "ENSP00000354812" 376 20
"10004" "ENSP00000354813" 603 32
"10005" "ENSP00000354822" 301 20
"10006" "ENSP00000354826" 793 24
"10007" "ENSP00000354829" 413 26
"10008" "ENSP00000354830" 193 7
"10009" "ENSP00000354837" 986 50
"10010" "ENSP00000354842" 526 70
"10011" "ENSP00000354848" 621 27
"10012" "ENSP00000354850" 916 56
"10013" "ENSP00000354855" 772 48
"10014" "ENSP00000354859" 443 27
"10015" "ENSP00000354871" 653 21
"10016" "ENSP00000354874" 570 65
"10017" "ENSP00000354876" 227 15
"10018" "ENSP00000354878" 1674 51
"10019" "ENSP00000354884" 435 15
"10020" "ENSP00000354886" 308 21
"10021" "ENSP00000354888" 254 1
"10022" "ENSP00000354891" 167 16
"10023" "ENSP00000354896" 1194 83
"10024" "ENSP00000354901" 125 4
"10025" "ENSP00000354910" 850 80
"10026" "ENSP00000354911" 184 9
"10027" "ENSP00000354912" 957 112
"10028" "ENSP00000354916" 623 39
"10029" "ENSP00000354919" 833 34
"10030" "ENSP00000354920" 699 35
"10031" "ENSP00000354923" 3685 131
"10032" "ENSP00000354927" 657 35
"10033" "ENSP00000354932" 786 27
"10034" "ENSP00000354947" 286 9
"10035" "ENSP00000354952" 676 61
"10036" "ENSP00000354957" 1101 41
"10037" "ENSP00000354958" 668 77
"10038" "ENSP00000354960" 626 44
"10039" "ENSP00000354961" 459 23
"10040" "ENSP00000354964" 2279 216
"10041" "ENSP00000354972" 725 33
"10042" "ENSP00000354982" 261 13
"10043" "ENSP00000354991" 2170 131
"10044" "ENSP00000354995" 678 24
"10045" "ENSP00000355001" 500 54
"10046" "ENSP00000355011" 390 26
"10047" "ENSP00000355013" 1173 37
"10048" "ENSP00000355014" 643 53
"10049" "ENSP00000355022" 433 40
"10050" "ENSP00000355026" 841 107
"10051" "ENSP00000355028" 1208 73
"10052" "ENSP00000355045" 1720 94
"10053" "ENSP00000355046" 347 23
"10054" "ENSP00000355050" 563 14
"10055" "ENSP00000355051" 124 3
"10056" "ENSP00000355053" 1043 63
"10057" "ENSP00000355060" 1279 96
"10058" "ENSP00000355064" 197 33
"10059" "ENSP00000355077" 266 8
"10060" "ENSP00000355078" 486 20
"10061" "ENSP00000355082" 1135 64
"10062" "ENSP00000355084" 116 7
"10063" "ENSP00000355086" 645 44
"10064" "ENSP00000355090" 1023 56
"10065" "ENSP00000355094" 341 33
"10066" "ENSP00000355110" 435 34
"10067" "ENSP00000355114" 453 22
"10068" "ENSP00000355121" 563 31
"10069" "ENSP00000355124" 400 5
"10070" "ENSP00000355133" 506 29
"10071" "ENSP00000355140" 301 39
"10072" "ENSP00000355141" 590 52
"10073" "ENSP00000355155" 1115 67
"10074" "ENSP00000355156" 334 12
"10075" "ENSP00000355157" 508 26
"10076" "ENSP00000355162" 512 23
"10077" "ENSP00000355166" 277 21
"10078" "ENSP00000355167" 394 23
"10079" "ENSP00000355180" 1028 89
"10080" "ENSP00000355185" 1040 62
"10081" "ENSP00000355187" 581 26
"10082" "ENSP00000355192" 1873 89
"10083" "ENSP00000355195" 318 17
"10084" "ENSP00000355198" 346 13
"10085" "ENSP00000355204" 370 30
"10086" "ENSP00000355205" 1556 66
"10087" "ENSP00000355206" 115 8
"10088" "ENSP00000355210" 407 19
"10089" "ENSP00000355217" 418 9
"10090" "ENSP00000355228" 90 11
"10091" "ENSP00000355231" 450 13
"10092" "ENSP00000355237" 1711 85
"10093" "ENSP00000355241" 505 67
"10094" "ENSP00000355245" 341 35
"10095" "ENSP00000355249" 437 54
"10096" "ENSP00000355250" 967 62
"10097" "ENSP00000355251" 252 21
"10098" "ENSP00000355260" 165 7
"10099" "ENSP00000355261" 1016 59
"10100" "ENSP00000355265" 68 11
"10101" "ENSP00000355279" 285 8
"10102" "ENSP00000355299" 171 13
"10103" "ENSP00000355302" 174 15
"10104" "ENSP00000355304" 419 29
"10105" "ENSP00000355306" 243 15
"10106" "ENSP00000355308" 288 14
"10107" "ENSP00000355315" 51 2
"10108" "ENSP00000355316" 879 34
"10109" "ENSP00000355319" 399 36
"10110" "ENSP00000355325" 263 9
"10111" "ENSP00000355330" 687 32
"10112" "ENSP00000355340" 190 9
"10113" "ENSP00000355354" 233 32
"10114" "ENSP00000355361" 323 11
"10115" "ENSP00000355370" 200 7
"10116" "ENSP00000355374" 477 38
